method	patient_n	gene_n	responder_rank_platelet_mean_change	nonresponder_rank_platelet_mean_change	two_sided_exact_between_group_p	genomewide_incremental_partial_r2_after_nonplatelet_composition_adjustment	median_gene_correlation_with_rank_platelet_change	median_response_effect_attenuation	design_condition_number
single-sample centered rank marker-abundance score with five prespecified nonplatelet lineage controls	15	11863	0.12945804853684723	-0.056398171144728115	0.08345534407027819	0.21318201500124034	-0.07898391925327512	0.04030154313215771	5.6566141337132265
