gene_universe_definition	gene_n	positive_responder_effect_gene_n	genomewide_multivariate_partial_r2	gene_standardized_genomewide_partial_r2	median_correlation_all_genes	median_attenuation_all_genes	median_correlation_positive_effect_genes	median_attenuation_positive_effect_genes	fraction_positive_effect_genes_attenuated_gt_50pct	cor_responder_effect_before_vs_after_adjustment
mean log2 CPM >=1; nonzero paired-change SD; locked platelet-score genes excluded	11863	5239	0.15968444173482133	0.10763981363034347	-0.01261553223277812	0.04264487123262093	0.17805726072617759	0.041585629923683365	0.34166825730101164	0.7817448118223116
