analysis	patient_n	gene_n	genomewide_multivariate_partial_r2	median_gene_platelet_delta_correlation	median_response_coefficient_attenuation	cor_responder_effect_before_vs_after_adjustment
exclude_recent_IVIG_R7_R10_R11	12	11863	0.17902267797766735	0.01213527487240184	0.09729661482834324	0.7385713486946549
