analysis	responder_n	nonresponder_n	responder_mean_change	nonresponder_mean_change	between_group_difference	two_sided_exact_label_permutation_p
all_paired_patients	11	4	0.8861826509574865	-0.37097132837058	1.2571539793280664	0.03806734992679356
exclude_recent_IVIG_R7_R10_R11	8	4	1.047121319141668	-0.37097132837058	1.418092647512248	0.05241935483870968
