top_genes_initial_n	direct_platelet_score_overlap_n	overlap_free_gene_n	reduced_sse	platelet_adjusted_sse	multivariate_partial_r2	lopo_reduced_prediction_sse	lopo_platelet_prediction_sse	lopo_incremental_predictive_r2	nested_lopo_reduced_prediction_sse	nested_lopo_platelet_prediction_sse	nested_lopo_incremental_predictive_r2	nested_lopo_gene_n_min	nested_lopo_gene_n_max	median_gene_correlation	median_gene_attenuation
208	10	198	2756.5341663343606	632.599542666802	0.7705090869568169	3763.6863710754583	1135.84127051565	0.6982104355865635	3698.859434444709	1100.5626812869584	0.7024589063757758	197	198	0.9091880783508514	0.7133146269269193
