top_set_n	locked_score_genes_in_top_set	overlap_genes	overlap_free_n	overlap_free_median_correlation	overlap_free_median_attenuation
208	10	CLU,GP1BA,GP9,ITGA2B,ITGB3,PF4,PPBP,SPARC,TREML1,TUBB1	198	0.9160623	0.77854807
